,dia,isbn,PNL,Titulo,Autor,Chancela,pvp,pvp_livro_do_dia,desconto_livrdia_perc,Participant_Name,stand
3691,2021-09-05,9789897110207,,Os Maias,Eça De Queiroz,Livros Do Brasil,11.1,5.55,50.0,Porto Editora,A47
3692,2021-09-10,9789897110207,,Os Maias,Eça De Queiroz,Livros Do Brasil,11.1,5.55,50.0,Porto Editora,A47
3693,2021-09-11,9789728645656,,"Os Maias, Uma Antologia Ilust",Rui De Campos Matos,Parceria Am Pereira,16.9,10.14,39.99999999999999,Vasp Premium,A46
3694,2021-08-30,9789720729729,,Os Mais Belos Contos De Andersen,Stefania Leonardi Hartley,Porto Editora,13.3,6.65,50.0,Porto Editora,B10
3695,2021-09-04,9789720729729,,Os Mais Belos Contos De Andersen,Stefania Leonardi Hartley,Porto Editora,13.3,6.65,50.0,Porto Editora,B10
3696,2021-09-09,9789720729729,,Os Mais Belos Contos De Andersen,Stefania Leonardi Hartley,Porto Editora,13.3,6.65,50.0,Porto Editora,B10
3697,2021-09-04,9789898906342,,Os Mandantes Do Atentado De Camarate,Alexandre Patrício Gouveia,Ideia-Fixa,18.0,10.8,40.0,Alêtheia Editores,D72
3698,2021-09-11,9789898688316,,Os Mão Morta Na Narrativa Mediática,Vários Autores,Abysmo,35.0,20.0,42.857142857142854,Abysmo | Arranha-Céus,D39
3699,2021-09-05,5603486236328,,Os Melhores Contos De Andersen,Yoyo Studios,Yoyo Books,16.65,9.99,39.99999999999999,Yoyobooks,B05
3700,2021-09-08,5603486236335,,Os Melhores Contos De Grimm,Yoyo Studios,Yoyo Books,16.65,9.99,39.99999999999999,Yoyobooks,B05
3701,2021-09-04,9789722361347,✅,Os Meninos Que Enganavam Os Nazis,Joseph Joffo,Editorial Presença,14.9,7.45,50.0,Editorial Presença,A75
3702,2021-09-04,9788498713015,,Os Mil Brancos Dos Esquimós (Port),,Oqo Editora,13.5,10.0,25.925925925925924,Estúdio Didáctico – Edinok,D01
3703,2021-09-05,9789896417321,,Os Miseráveis — Vol. I,Victor Hugo,Relógio D’água Editores,40.0,24.0,40.0,Relógio D’água Editores,A129
3704,2021-09-05,9789896417338,,Os Miseráveis — Vol. Ii,Victor Hugo,Relógio D’água Editores,40.0,24.0,40.0,Relógio D’água Editores,A129
3705,2021-09-03,9789896734381,,Os Noivos,"Manzoni, Alessandro",Paulinas Editora,24.99,14.99,40.01600640256102,Paulinas Editora,B40
3706,2021-08-26,9789896736972,,Os Nove Caminhos De Santiago De Compostela,Carlos Azevedo,Paulinas Editora,25.0,15.0,40.0,Paulinas Editora,B40
3707,2021-08-30,9789722530118,,Os Pecados Do Pai,Jeffrey Archer,Bertrand,17.7,8.85,50.0,Bertrand Editora,A29
3708,2021-08-29,9789722337885,,Os Pilares Da Terra - Volume I,Ken Follett,Editorial Presença,22.9,11.45,50.0,Editorial Presença,A79
3709,2021-09-02,9789898662750,,Os Portugueses E O Mundo,Raquel Vaz-Pinto,Ffms - Fundação Francisco Manuel Dos Santos,3.5,1.75,50.0,F. Francisco Manuel Dos Santos,C03
3710,2021-08-26,9788577224340,,Os Protegidos,Sergio Chimatti,Vida E Consciência,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
3711,2021-08-27,9788577224340,,Os Protegidos,Sergio Chimatti,Vida E Consciência,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
3712,2021-08-27,9789722361606,,Os Reinos Do Norte - V.L.,Philip Pullman,Editorial Presença,17.9,8.95,50.0,Editorial Presença,A81
3713,2021-09-06,9789726096733,,Os Remédios Naturais Preferidos Pelos Médicos,Vários,Selecções,39.95,23.97,40.00000000000001,Vasp Premium,A46
3714,2021-09-09,9789898871725,,Os Segredos Da Aromaterapia,Sandra Ramos,Manuscrito Editora,16.5,8.25,50.0,Editorial Presença,A85
3715,2021-08-29,9789726096382,,Os Segredos De Saúde Mais Bem Guardados Do Mundo,Vários,Selecções,34.95,20.97,40.00000000000001,Vasp Premium,A46
3716,2021-09-05,507550129082,,Os Selos Da Lituânia,Amadeu Baptista,&Etc,13.5,8.1,40.0,Livraria Letra Livre,D21
3717,2021-09-03,9789895470860,,Os Sininhos Do Inferno,Duarte Drummond Braga,Não Edições,8.0,6.4,19.999999999999996,Livros De Bordo,D35
3718,2021-09-08,9789895470860,,Os Sininhos Do Inferno,Duarte Drummond Braga,Não Edições,8.0,6.4,19.999999999999996,Livros De Bordo,D35
3719,2021-09-11,9789895470860,,Os Sininhos Do Inferno,Duarte Drummond Braga,Não Edições,8.0,6.4,19.999999999999996,Livros De Bordo,D35
3720,2021-08-27,9728883765,,Os Sistemas De Informação Ambiental E A Gestão De Excelência,Maria Manuela Ramos Fernandes Rebelo Duarte,Universidade Lusíada Editora,11.25,8.5,24.444444444444443,Universidade Lusíada Editora,C09
3721,2021-09-03,9789896419264,,Os Sonetos,William Shakespeare,Relógio D’água Editores,17.5,10.0,42.857142857142854,Relógio D’água Editores,A70
3722,2021-08-29,9789722362887,,Os Templários,Dan Jones,Editorial Presença,20.9,10.45,50.0,Editorial Presença,A75
3723,2021-08-26,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3724,2021-08-27,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3725,2021-08-28,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3726,2021-08-29,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3727,2021-08-30,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3728,2021-08-31,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3729,2021-09-06,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3730,2021-09-01,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3731,2021-09-02,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3732,2021-09-03,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3733,2021-09-04,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3734,2021-09-05,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3735,2021-09-07,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3736,2021-09-08,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3737,2021-09-09,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3738,2021-09-10,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3739,2021-09-11,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3740,2021-09-12,9789899516823,,Os Tesouros De Sinatra-,Charles Pignone,Casa Sassetti,19.9,9.95,50.0,Principia | Lucerna,D47
3741,2021-09-08,9789728781675,✅,Os Três Bandidos,Tomi Ungerer,Kalandraka,15.0,9.0,40.0,Kalandraka,C15
3742,2021-09-04,9789896960308,,Os Três Mosqueteiros,Alexandre Dumas,Pomar,7.99,4.79,40.05006257822278,Vasp Premium,A46
3743,2021-09-02,9789725306154,,Os Três Pestinhas,Jean Leroy E Matthieu Maudet,Bizâncio,11.9,6.0,49.57983193277311,Bizâncio,D33
3744,2021-09-08,9789725306154,,Os Três Pestinhas,Jean Leroy E Matthieu Maudet,Bizâncio,11.9,6.0,49.57983193277311,Bizâncio,D33
3745,2021-08-29,9789720730725,,Os Três Porquinhos,Elizabeth Golding,Porto Editora,12.9,6.45,50.0,Porto Editora,B10
3746,2021-09-01,9789720730725,,Os Três Porquinhos,Elizabeth Golding,Porto Editora,12.9,6.45,50.0,Porto Editora,B10
3747,2021-09-06,9789720730725,,Os Três Porquinhos,Elizabeth Golding,Porto Editora,12.9,6.45,50.0,Porto Editora,B10
3748,2021-09-12,9789724035857,,Os Últimos Meses De Salazar,Paulo Otero,Almedina,20.9,12.54,40.0,Grupo Almedina,B68
3749,2021-08-30,9789722362870,,Os Últimos Miúdos Na Terra,"Max Brallier, Douglas Holgate",Editorial Presença,12.5,6.25,50.0,Editorial Presença,B58
3750,2021-09-08,9789896686192,,Os Unicórnios Existem,Calista,Farol,15.49,9.3,39.96126533247256,20|20 Editora,C25
3751,2021-08-29,9788491392675,,Os Vizinhos Do Número 9,Felicity Everett,Harper Collins,17.7,10.62,40.0,Vasp Premium,A46
3752,2021-08-30,9789722231701,,Osbert 1 - O Vingador - Schwartgarten,Christopher William Hill,Verbo,16.2,9.72,39.99999999999999,Babel,A02
3753,2021-09-07,9789722231701,,Osbert 1 - O Vingador - Schwartgarten,Christopher William Hill,Verbo,16.2,9.72,39.99999999999999,Babel,A02
3754,2021-09-05,9789898470713,,Oscar E A Senhora Cor-De-Rosa,Eric-Emmanuel Schmitt,Marcador Editora,12.44,6.25,49.758842443729904,Editorial Presença,B60
3755,2021-09-09,9789895434039,,Ou,Alejandro Pedregosa,Faktoria K De Livros,12.5,7.5,40.0,Kalandraka,C15
3756,2021-09-06,9789896712235,✅,Ouro E Cinza,Paulo Varela Gomes,Tinta-Da-China,16.9,10.4,38.46153846153845,Tinta-Da-China,C14
3757,2021-09-01,9789896657055,,"Ouro, Prata E Silva",Miguel Szymanski,Suma De Letras (Prh),16.5,9.9,40.0,Penguin Random House,A111
3758,2021-09-05,9789899003651,,Out Of Question,Mariana Chorão,Cordel D Prata,17.5,14.0,20.0,Cordel D’prata,B23
3759,2021-08-27,9789896651602,✅,Outra Vez O Elmer,David Mckee,Nuvem De Letras,8.9,5.34,40.0,Penguin Random House,A105
3760,2021-09-03,9789722418560,,Ovelha Que Chocou Um Ovo (A),Gemma Merino,Livros Horizonte,12.2,7.3,40.16393442622951,Livros Horizonte,A87
3761,2021-09-12,9789896732851,,Paciência Com Deus,Tomáš Halík,Paulinas Editora,14.9,8.94,40.0,Paulinas Editora,B40
3762,2021-09-10,9789896687649,,Pack Diário Banana 1 + Diário Rowley 1,Jeff Kinney,Booksmile,25.49,15.3,39.976461357395046,20|20 Editora,C31
3763,2021-08-27,9789722300186,,Pack Viver A Vida A Amar,Fatima Lopes,Manuscrito Editora,15.9,7.95,50.0,Editorial Presença,A85
3764,2021-08-29,9789895467891,,Páginas Da Minha Vida,Renato Moura,Nimba Edições,14.99,11.99,20.0133422281521,Nimba Edições,C20
3765,2021-09-12,9789895428441,,Páginas Inquietas,"Mário Moura, Susana Gaudêncio (Eds.)",Dois Dias Edições,25.0,15.0,40.0,Saguão | Dois Dias | Ymago,C53
3766,2021-09-01,9789895471713,,Pai Babado,Vasco Correia,Ego Editora,15.25,9.0,40.98360655737705,Ego Editora,D08
3767,2021-09-04,9789897242700,✅,Pai Nosso,Clara Ferreira Alves,Clube Do Autor,20.0,12.0,40.0,Clube Do Autor,A63
3768,2021-08-30,9789895324804,,Paigc - A Face Do Monopartidarismo Na Guiné-Bissau  (1974 A 1990),Rui Jorge Semedo,Nimba Edições,14.99,11.99,20.0133422281521,Nimba Edições,C20
3769,2021-09-03,9789896416232,,Pais E Filhos,Ivan Turguéniev,Relógio D’água Editores,12.5,7.0,44.0,Relógio D’água Editores,A72
3770,2021-09-12,9789896416232,,Pais E Filhos,Ivan Turguéniev,Relógio D’água Editores,12.5,7.0,44.0,Relógio D’água Editores,A72
3771,2021-09-01,9789895313006,,Paixoneta / A Dança,Arthur Schnitzler,Artistas Unidos/Snob,7.0,5.6,20.000000000000004,Livros De Bordo,D35
3772,2021-08-26,9786580180189,,Palavras De Mulher,Marcia Schweizer,Editora Courier Brasil,6.0,4.5,25.0,Rede Sem Fronteiras,D51
3773,2021-08-27,9786580180189,,Palavras De Mulher,Marcia Schweizer,Editora Courier Brasil,6.0,4.5,25.0,Rede Sem Fronteiras,D51
3774,2021-08-28,9786580180189,,Palavras De Mulher,Marcia Schweizer,Editora Courier Brasil,6.0,4.5,25.0,Rede Sem Fronteiras,D51
3775,2021-08-29,9786580180189,,Palavras De Mulher,Marcia Schweizer,Editora Courier Brasil,6.0,4.5,25.0,Rede Sem Fronteiras,D51
3776,2021-08-30,9786580180189,,Palavras De Mulher,Marcia Schweizer,Editora Courier Brasil,6.0,4.5,25.0,Rede Sem Fronteiras,D51
3777,2021-08-31,9786580180189,,Palavras De Mulher,Marcia Schweizer,Editora Courier Brasil,6.0,4.5,25.0,Rede Sem Fronteiras,D51
3778,2021-09-02,9789898691460,,Palavras De Sabedoria,Tatyana Mickushina,Publicações Maitreya,20.0,12.0,40.0,Publicações Maitreya,D55
3779,2021-09-03,9789899886964,,Palco Da Loucura,Adrián Gramary,Idioteque,14.5,8.7,40.0,Vasp Premium,A46
3780,2021-09-11,9789895472017,,Palestina Sobre Uma Tela,André Ouro Verde,Edições Velha Lenda,16.0,8.0,50.0,Convergência,D20
3781,2021-09-10,9789722536820,,Pandemia,Robin Cook,Bertrand,18.8,9.4,50.0,Bertrand Editora,A27
3782,2021-08-28,9789892404820,,"Panquecas, Crepes E Waffles",Euroimpala Books,Euroimpalabooks,11.0,5.5,50.0,Vasp Premium,A46
3783,2021-09-03,9789897078699,✅,Papá Das Pernas Longas,Nadine Brun-Cosme,Fábula,14.39,8.64,39.9583043780403,20|20 Editora,D54
3784,2021-08-26,9789897079689,,Papá Ventania,Emer Stamp,Booksmile,12.69,7.61,40.03152088258471,20|20 Editora,D60
3785,2021-08-27,9789892081748,,Para Além Dos Ombros De Gigantes,Marinho Lopes,Edições Verbi Gratia,12.0,7.2,40.0,Convergência,D20
3786,2021-08-29,9789720030221,,Para Lá Do Inverno,Isabel Allende,Porto Editora,18.8,9.4,50.0,Porto Editora,A33
3787,2021-09-01,9789720030221,,Para Lá Do Inverno,Isabel Allende,Porto Editora,18.8,9.4,50.0,Porto Editora,A33
3788,2021-09-06,9789720030221,,Para Lá Do Inverno,Isabel Allende,Porto Editora,18.8,9.4,50.0,Porto Editora,A33
3789,2021-09-10,9789896686253,,Para Onde Foste?,Christina Rasmussen,Farol,17.69,10.61,40.02261164499718,20|20 Editora,C25
3790,2021-09-07,9789896445386,,Para Que Serve A Filosofia?,Mary Midgley,Temas E Debates,17.7,8.85,50.0,Bertrand Editora,B14
3791,2021-08-30,9789898075864,,Para Uma Epistemologia De Enfermagem 2ª Edição,,Lusodidacta,12.72,7.63,40.015723270440255,Booki | Sabooks,B25
3792,2021-09-06,9789898788443,,Para Uma Vida Melhor Na Terra,José Raul Teixeira,Fep,9.0,6.0,33.33333333333333,Federação Espírita Portuguesa,D18
3793,2021-09-09,9789896657642,,"Parabéns, Elmer",David Mckee,Nuvem De Letras,8.9,5.34,40.0,Penguin Random House,A105
3794,2021-09-09,9789898662125,,Parcerias Público-Privadas,Joaquim Miranda Sarmento,Ffms - Fundação Francisco Manuel Dos Santos,3.5,1.75,50.0,F. Francisco Manuel Dos Santos,C03
3795,2021-09-03,9729594368,,Pardal Monteiro,João Vieira Caldas,Cml,27.7,13.85,50.0,Loja Blx,D02
3796,2021-08-30,9789723829051,✅,Paris É Uma Festa,Ernest Hemingway,Livros Do Brasil,14.4,7.2,50.0,Porto Editora,A47
3797,2021-09-04,9789723829051,✅,Paris É Uma Festa,Ernest Hemingway,Livros Do Brasil,14.4,7.2,50.0,Porto Editora,A47
3798,2021-09-09,9789723829051,✅,Paris É Uma Festa,Ernest Hemingway,Livros Do Brasil,14.4,7.2,50.0,Porto Editora,A47
3799,2021-08-30,9789895592593,,Parker (1/ 2/ 3/ 4),"Richard Stark, Darwyn Cooke",Editora Devir,19.99,15.99,20.010005002501245,Editora Devir,C49
3800,2021-09-06,9789895592999,,Parker (1/ 2/ 3/ 4),"Richard Stark, Darwyn Cooke",Editora Devir,19.99,15.99,20.010005002501245,Editora Devir,C49
3801,2021-09-08,9789898761194,,Parto Ativo,Janet Balaskas,4estações,21.9,13.14,39.99999999999999,4estações Editora,A71
3802,2021-08-26,9781949868173,,Passamundo/The World Goes On,Beti Rozen,Editora Do Brasil,15.6,11.7,25.000000000000007,Rede Sem Fronteiras,D51
3803,2021-08-27,9781949868173,,Passamundo/The World Goes On,Beti Rozen,Editora Do Brasil,15.6,11.7,25.000000000000007,Rede Sem Fronteiras,D51
3804,2021-08-26,9789722419420,,Pássaro Amarelo,Olga De Dios,Livros Horizonte,12.2,7.3,40.16393442622951,Livros Horizonte,A87
3805,2021-09-01,9789726999799,✅,Pássaro Mágico,Ruth Almog / Cristina Kadmon,Vega,13.78,7.0,49.20174165457184,Nova Vega,A20
3806,2021-08-26,9788546000791,,Pássaro Sublime,Edenice Fraga,Editora Nova Letra,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
3807,2021-08-27,9788546000791,,Pássaro Sublime,Edenice Fraga,Editora Nova Letra,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
3808,2021-08-28,9788546000791,,Pássaro Sublime,Edenice Fraga,Editora Nova Letra,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
3809,2021-08-29,9788546000791,,Pássaro Sublime,Edenice Fraga,Editora Nova Letra,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
3810,2021-08-30,9788546000791,,Pássaro Sublime,Edenice Fraga,Editora Nova Letra,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
3811,2021-08-31,9788546000791,,Pássaro Sublime,Edenice Fraga,Editora Nova Letra,9.6,7.2,24.999999999999993,Rede Sem Fronteiras,D51
3812,2021-09-07,9789726082842,,Pastoralia,,Antígona,16.0,9.6,40.0,Antígona,A42
3813,2021-09-02,9789898236128,,Patinhas E Carapaça,Francisco Alegre Duarte,Edições Nelson De Matos,7.0,4.2,40.0,Vasp Premium,A46
3814,2021-09-06,9789725406311,,Património Cultural E Transformação Digital,"Coordenação: Fernando Ilharco, Peter Hanenberg E Marília Dos Santos Lopes  Autores:  Guilherme D´Oliveira Martins; Emílio Rui Vilar; Maria Isabel Roque; Dália Guerreiro; Marília Dos Santos Lopes; Peter Hanenberg; José Reis Lagarto; Taiguara Villela Aldabalde; Carlos Pittella; Patrícia Dias; José Gabriel Andrade; Cátia Ferreira; Álvaro Barbosa; Luísa Santos; Isabel Capeloa Gil",Universidade Católica Editora,15.5,6.2,60.00000000000001,Universidade Católica Editora,B80
3815,2021-09-07,9789896655075,,Patrulha Pata - Caderno De Atividades 2 Anos,Nickelodeon,Nuvem De Letras,7.7,4.62,40.0,Penguin Random House,A105
3816,2021-09-05,9789895441556,,Pauliceia Desvairada,Mário De Andrade,Antíttese,10.0,8.0,20.0,Livros De Bordo,D35
3817,2021-09-09,9789895441556,,Pauliceia Desvairada,Mário De Andrade,Antíttese,10.0,8.0,20.0,Livros De Bordo,D35
3818,2021-09-12,9789895441556,,Pauliceia Desvairada,Mário De Andrade,Antíttese,10.0,8.0,20.0,Livros De Bordo,D35
3819,2021-08-26,9788595690301,,Paulistânea,Ajeb-Sp,Oficina Do Livro,12.0,9.0,25.0,Rede Sem Fronteiras,D51
3820,2021-08-27,9788595690301,,Paulistânea,Ajeb-Sp,Oficina Do Livro,12.0,9.0,25.0,Rede Sem Fronteiras,D51
3821,2021-08-28,9788595690301,,Paulistânea,Ajeb-Sp,Oficina Do Livro,12.0,9.0,25.0,Rede Sem Fronteiras,D51
3822,2021-08-29,9788595690301,,Paulistânea,Ajeb-Sp,Oficina Do Livro,12.0,9.0,25.0,Rede Sem Fronteiras,D51
3823,2021-08-30,9788595690301,,Paulistânea,Ajeb-Sp,Oficina Do Livro,12.0,9.0,25.0,Rede Sem Fronteiras,D51
3824,2021-08-31,9788595690301,,Paulistânea,Ajeb-Sp,Oficina Do Livro,12.0,9.0,25.0,Rede Sem Fronteiras,D51
3825,2021-08-31,9789722231862,,Peço A Palavra (Capa Dura),Alberto Martins,Verbo,25.0,15.0,40.0,Babel,A02
3826,2021-09-08,9789722231862,,Peço A Palavra (Capa Dura),Alberto Martins,Verbo,25.0,15.0,40.0,Babel,A02
3827,2021-08-29,9729539510,,Pedra Filosofal,"Gil, Fernando Bragança (Coord. De)",Museus,25.0,15.0,40.0,Imprensa Universidade Lisboa,D49
3828,2021-08-30,9789722419475,,Pedrês - A Galinha Bailarina,"Patrícia Martins, Catarina Gomes",Livros Horizonte,12.6,7.6,39.682539682539684,Livros Horizonte,A87
3829,2021-09-03,9789895472802,,Pedro - Cantigas De Inês,Rita Sineiro,The Poets And Dragons Society,10.0,8.0,20.0,The Poets And Dragon Society,B45
3830,2021-09-09,9789897077418,,Pedro Petas 2: Verdade Malcheirosa,Joe Berger,Booksmile,14.39,8.64,39.9583043780403,20|20 Editora,C31
3831,,9789896412166,,Pela Estrada Fora,Jack Kerouac,Relógio D’água Editores,21.0,12.0,42.857142857142854,Relógio D’água Editores,A125
3832,2021-09-11,9789898268396,,"Pele Negra, Máscaras Brancas",Frantz Fanon,Letra Livre,15.0,9.0,40.0,Livraria Letra Livre,D21
3833,2021-09-08,9789899805682,,Pelos Olhos Dentro,Vários Autores,Abysmo | Arranha-Céus,12.0,7.5,37.5,Abysmo | Arranha-Céus,D39
3834,2021-09-08,9789896655853,,Penas De Pato,Miguel Araújo,Companhia Das Letras,15.9,9.54,40.00000000000001,Penguin Random House,A113
3835,,9789896412654,,Pensamentos,Oscar Wilde,Relógio D’água Editores,15.0,9.0,40.0,Relógio D’água Editores,A70
3836,2021-08-28,9789899994430,,Pensamentos,"Giacomo Leopardi,Tradução E Notas De Andrea Ragusa E Ana Cláudia Santos
 Com Um Ensaio Final De Rolando Damiani",Edições Do Saguão,14.0,8.0,42.857142857142854,Saguão | Dois Dias | Ymago,C53
3837,2021-08-27,9789899994423,✅,Pensar Depois No Caminho,Alberto Pimenta,Edições Do Saguão,16.0,9.5,40.625,Saguão | Dois Dias | Ymago,C53
3838,2021-09-12,9789898688798,,Pensar O Trágico,José Pedro Serra,Abysmo,27.0,16.0,40.74074074074074,Abysmo | Arranha-Céus,D39
3839,2021-08-29,9789896441791,,"Pensar, Depressa E Devagar",Daniel Kahneman,Temas E Debates,24.4,12.2,50.0,Bertrand Editora,B20
3840,2021-09-12,9789896441791,,"Pensar, Depressa E Devagar",Daniel Kahneman,Temas E Debates,24.4,12.2,50.0,Bertrand Editora,B20
3841,2021-08-28,9789897076961,,Penso Como Leonardo Da Vinci,Carlo Carzan E Sonia Scalco,Booksmile,13.29,7.97,40.0300978179082,20|20 Editora,C33
3842,2021-09-11,9789897076978,,Penso Como Sherlock Holmes,Carlo Carzan E Sonia Scalco,Booksmile,13.29,7.97,40.0300978179082,20|20 Editora,C33
3843,2021-08-27,9789895425204,,Pepedelrey,Pepedelrey,Escorpião Azul,18.0,14.4,20.0,Convergência,D20
3844,2021-09-08,9789895425204,,Pepedelrey,Pepedelrey,Escorpião Azul,18.0,14.4,20.0,Convergência,D20
3845,2021-08-30,9789896735784,,Pequena Filocalia,Aa.Vv.,Paulinas Editora,36.0,21.6,40.0,Paulinas Editora,B40
3846,2021-09-02,9789728781538,✅,Pequeno Azul E Pequeno Amarelo,Leo Lionni,Kalandraka,12.5,7.5,40.0,Kalandraka,C15
3847,2021-09-05,9789897224119,✅,Pequeno Caminho Das Grandes Perguntas,José Tolentino Mendonça,Quetzal,16.6,8.3,50.0,Bertrand Editora,A39
3848,2021-09-04,9789728955892,,Pequeno Livro Do Grande Terramoto (Bolso,Rui Tavares,Tinta-Da-China,12.9,7.83,39.30232558139535,Tinta-Da-China,C39
